main_topic;cloze_test;translation;hint;extra
Verb poder Subjuntivo Imp. (3. Sg. - Unpersönlich Verg.);Era mejor que ella {{c1::pudiera}} ir al parque hoy.;Es war besser, dass sie heute in den Park gehen konnte.;Bilde die 3. Person Singular von poder im Subjuntivo Imperfekt.;Era mejor que leitet eine Bewertung über eine vergangene Situation ein.
Verb poder Subjuntivo Imp. (3. Sg. - Unpersönlich allgemein);Era bueno que allí se {{c1::pudiera}} pagar con tarjeta.;Es war gut, dass man dort mit Karte bezahlen konnte.;Bilde die unpersönliche Form mit se (man konnte) im Subjuntivo Imperfekt.;"Se pudiera + Infinitiv" drückt die unpersönliche Möglichkeit in der Vergangenheit aus.
Verb poder Subjuntivo Imp. (3. Sg. - Möglichkeit Verg.);Era posible que el tren {{c1::pudiera}} ir hacia el norte.;Es war möglich, dass der Zug in Richtung Norden fahren konnte.;Bilde die 3. Person Singular von poder im Subjuntivo Imperfekt.;Era posible que drückt eine vergangene Möglichkeit aus.
Verb poder Subjuntivo Imp. (3. Sg. - Vergleich);Él hablaba como si lo {{c1::pudiera}} cambiar todo.;Er sprach, als ob er alles verändern könnte.;Bilde die 3. Person Singular von poder im Subjuntivo Imperfekt.;"Como si" ist der direkte Auslöser für den Subjuntivo Imperfekt.
Verb poder Subjuntivo Imp. (1. Pl. - Hypothese);Si nosotros {{c1::pudiéramos}} ir, nos divertiríamos.;Wenn wir gehen könnten, würden wir uns amüsieren.;Bilde die 1. Person Plural von poder im Subjuntivo Imperfekt. Achtung auf den Akzent!;Die 1. Person Plural (nosotros) trägt im Subjuntivo Imperfekt IMMER einen geschriebenen Akzent auf dem e (pudiéramos).
Verb poder Subjuntivo Imp. (1. Pl. - Wunsch Vergangenheit);Ellos querían que nosotros {{c1::pudiéramos}} hacer la fiesta.;Sie wollten, dass wir das Fest machen können (könnten).;Bilde die 1. Person Plural von poder im Subjuntivo Imperfekt mit Akzent.;Querían (sie wollten) ist das auslösende Vergangenheitsverb.
Verb poder Subjuntivo Imp. (1. Pl. - Unpersönlich Verg.);Era vital que nosotros {{c1::pudiéramos}} buscar la solución.;Es war lebenswichtig, dass wir nach der Lösung suchen konnten.;Bilde die 1. Person Plural von poder im Subjuntivo Imperfekt mit Akzent.;Era vital que verlangt im Nebensatz den Subjuntivo.
Verb poder Subjuntivo Imp. (1. Pl. - Negation Verg.);No era verdad que nosotros no {{c1::pudiéramos}} hacer fotos.;Es war nicht wahr, dass wir keine Fotos machen konnten.;Bilde die 1. Person Plural von poder im Subjuntivo Imperfekt mit Akzent.;Verneinte Fakten in der Vergangenheit (no era verdad que) ziehen den Subjuntivo Imperfekt nach sich.
Verb poder Subjuntivo Imp. (1. Pl. - Emotion Vergangenheit);Nos dio pena que no {{c1::pudiéramos}} estar de acuerdo.;Es tat uns leid, dass wir uns nicht einigen konnten.;Bilde die 1. Person Plural von poder im Subjuntivo Imperfekt mit Akzent.;Nos dio pena (es tat uns leid / Indefinido) ist der emotionale Auslöser in der Vergangenheit.
Verb poder Subjuntivo Imp. (2. Pl. - Hypothese);Si vosotros {{c1::pudierais}} hacer el proyecto, firmaríais.;Wenn ihr das Projekt machen könntet, würdet ihr unterschreiben.;Bilde die 2. Person Plural von poder im Subjuntivo Imperfekt. Kein Akzent!;Die Form pudierais der 2. Person Plural hat im Gegensatz zur nosotros-Form keinen Akzent.
Verb poder Subjuntivo Imp. (2. Pl. - Wunsch Vergangenheit);Mi deseo era que vosotros {{c1::pudierais}} ir al concierto.;Mein Wunsch war, dass ihr zum Konzert gehen könntet.;Bilde die 2. Person Plural von poder im Subjuntivo Imperfekt.;Der Wunsch in der Vergangenheit (mi deseo era que) steuert das Satzgefüge.
Verb poder Subjuntivo Imp. (2. Pl. - Unpersönlich Verg.);Era increíble que vosotras no {{c1::pudierais}} hablar.;Es war unglaublich, dass ihr nicht sprechen konntet.;Bilde die 2. Person Plural von poder für eine rein weibliche Gruppe im Subjuntivo Imperfekt.;Ausdrücke der Überraschung (era increíble que) lösen den Subjuntivo aus.
Verb poder Subjuntivo Imp. (2. Pl. - Verbot Vergangenheit);No permití que vosotros {{c1::pudierais}} viajar solo.;Ich erlaubte nicht, dass ihr alleine reisen konntet (dürftet).;Bilde die 2. Person Plural von poder im Subjuntivo Imperfekt.;No permití (ich erlaubte nicht) verbietet die Aktion und verlangt den Subjuntivo.
Verb hier Subjuntivo Imp. (2. Pl. - Zweifel Vergangenheit);No parecía que vosotros {{c1::pudierais}} hacerme un favor.;Es schien nicht, dass ihr mir einen Gefallen tun könntet.;Bilde die 2. Person Plural von poder im Subjuntivo Imperfekt.;No parecía que drückt eine Unsicherheit in der Vergangenheit aus.
Verb poder Subjuntivo Imp. (3. Pl. - Hypothese);Si ellos {{c1::pudieran}} hacer la reunión, todo cambiaría.;Wenn sie das Treffen abhalten könnten, würde sich alles ändern.;Bilde die 3. Person Plural von poder im Subjuntivo Imperfekt.;Kombination aus Si + Subjuntivo Imperfekt und Condicional Simple (cambiaría).
Verb poder Subjuntivo Imp. (3. Pl. - Wunsch Vergangenheit);El director prefería que ellos {{c1::pudieran}} entrar.;Der Direktor bevorzugte, dass sie hineingehen durften (könnten).;Bilde die 3. Person Plural von poder im Subjuntivo Imperfekt.;Prefería (bevorzugte) zieht den Subjuntivo nach sich.
Verb poder Subjuntivo Imp. (3. Pl. - Unpersönlich Plural);Era importante que se {{c1::pudieran}} buscar los documentos.;Es war wichtig, dass man die Dokumente suchen konnte.;Bilde die unpersönliche Pluralform mit se (man konnte) im Subjuntivo Imperfekt.;Da "los documentos" im Plural steht, wechselt auch das unpersönliche Verb im Subjuntivo Imperfekt zu se pudieran.
Verb poder Subjuntivo Imp. (3. Pl. - Bedingung);Necesitaba empresas que {{c1::pudieran}} hacer cambios.;Ich brauchte Unternehmen, die Veränderungen vornehmen konnten.;Bilde die 3. Person Plural von poder im Subjuntivo Imperfekt.;Suche nach unbestimmten Profilen in der Vergangenheit.
Verb poder Subjuntivo Imp. (3. Pl. - Negation Vergangenheit);No creía que ellas {{c1::pudieran}} estar en el hotel.;Ich glaubte nicht, dass sie im Hotel sein könnten.;Bilde die 3. Person Plural von hier für eine weibliche Gruppe im Subjuntivo Imperfekt.;No creía que erzwingt in der Vergangenheit den Subjuntivo Imperfekt.
